sourceid,rankid,sciname,unitname1,author,sourceparentid,parentstr,acceptance
16590,140,Akaniaceae,Akaniaceae,,5542,Sapindales,1
16591,140,Stylobasiaceae,Stylobasiaceae,,5542,Sapindales,1
16592,140,Melianthaceae,Melianthaceae,,5480,Geraniales,1
16593,140,Julianaceae,Julianaceae,,5542,Sapindales,1
16594,140,Cneoraceae,Cneoraceae,,5542,Sapindales,1
16595,140,Hippocastanaceae,Hippocastanaceae,,5542,Sapindales,1
16596,140,Greyiaceae,Greyiaceae,,5542,Sapindales,1
16597,140,Elaeocarpaceae,Elaeocarpaceae,,234487,Oxalidales,1
16598,140,Scytopetalaceae,Scytopetalaceae,,5543,Malvales,1
16599,140,Bombacaceae,Bombacaceae,,5543,Malvales,1
16616,140,Calyceraceae,Calyceraceae,,5505,Asterales,1
16617,140,Schisandraceae,Schisandraceae,,234385,Austrobaileyales,1
16618,140,Illiciaceae,Illiciaceae,,16470,Illiciales,1
16619,140,Lauraceae,Lauraceae,,16471,Laurales,1
16620,140,Calycanthaceae,Calycanthaceae,,16471,Laurales,1
16621,140,Hernandiaceae,Hernandiaceae,,16471,Laurales,1
16622,140,Monimiaceae,Monimiaceae,,16471,Laurales,1
16623,140,Sarraceniaceae,Sarraceniaceae,,5507,Ericales,1
16624,140,Nepenthaceae,Nepenthaceae,,5534,Caryophyllales,1
16625,140,Droseraceae,Droseraceae,,5534,Caryophyllales,1
16626,140,Rhizophoraceae,Rhizophoraceae,,234486,Malpighiales,1
16628,140,Marattiaceae,Marattiaceae,,16405,Marattiales,1
16635,140,Triuridaceae,Triuridaceae,,16553,Pandanales,1
16636,140,Petrosaviaceae,Petrosaviaceae,,16432,Triuridales,1
16637,140,Eriocaulaceae,Eriocaulaceae,,234442,Poales,1
16638,140,Anarthriaceae,Anarthriaceae,,16447,Restionales,1
16639,140,Joinvilleaceae,Joinvilleaceae,,234442,Poales,1
16640,140,Centrolepidaceae,Centrolepidaceae,,234442,Poales,1
16641,140,Ecdeiocoleaceae,Ecdeiocoleaceae,,16447,Restionales,1
16642,140,Flagellariaceae,Flagellariaceae,,234442,Poales,1
16643,140,Restionaceae,Restionaceae,,234442,Poales,1
16644,140,Diapensiaceae,Diapensiaceae,,5507,Ericales,1
16647,140,Taxaceae,Taxaceae,,5487,Pinales,1
16648,140,Gnetaceae,Gnetaceae,,16467,Gnetales,1
16649,140,Welwitschiaceae,Welwitschiaceae,,16466,Welwitschiales,1
16650,140,Eupomatiaceae,Eupomatiaceae,,16469,Magnoliales,1
16651,140,Amborellaceae,Amborellaceae,,234370,Amborellales,1
16652,140,Trimeniaceae,Trimeniaceae,,234385,Austrobaileyales,1
16653,140,Gomortegaceae,Gomortegaceae,,16471,Laurales,1
16654,140,Sonneratiaceae,Sonneratiaceae,,16469,Magnoliales,1
16655,140,Myristicaceae,Myristicaceae,,16469,Magnoliales,1
16656,140,Himantandraceae,Himantandraceae,,16469,Magnoliales,1
16657,140,Degeneriaceae,Degeneriaceae,,16469,Magnoliales,1
16658,140,Winteraceae,Winteraceae,,234399,Canellales,1
16659,140,Lactoridaceae,Lactoridaceae,,5513,Piperales,1
16660,140,Austrobaileyaceae,Austrobaileyaceae,,16469,Magnoliales,1
16661,140,Annonaceae,Annonaceae,,16469,Magnoliales,1
16662,140,Canellaceae,Canellaceae,,234399,Canellales,1
16663,140,Podostemonaceae,Podostemonaceae,,16520,Podostemales,1
16664,140,Podostemaceae,Podostemaceae,,234486,Malpighiales,1
16665,140,Proteaceae,Proteaceae,,16519,Proteales,1
16668,140,Bataceae,Bataceae,,234480,Brassicales,1
16671,140,Leitneriaceae,Leitneriaceae,,16537,Leitneriales,1
16672,140,Myricaceae,Myricaceae,,5531,Fagales,1
16673,140,Marantaceae,Marantaceae,,16407,Zingiberales,1
16674,140,Musaceae,Musaceae,,16407,Zingiberales,1
16675,140,Cannaceae,Cannaceae,,16407,Zingiberales,1
16676,140,Heliconiaceae,Heliconiaceae,,16407,Zingiberales,1
16677,140,Zingiberaceae,Zingiberaceae,,16407,Zingiberales,1
16678,140,Strelitziaceae,Strelitziaceae,,16407,Zingiberales,1
16679,140,Lowiaceae,Lowiaceae,,16407,Zingiberales,1
16680,140,Costaceae,Costaceae,,16407,Zingiberales,1
16681,140,Casuarinaceae,Casuarinaceae,,5531,Fagales,1
16682,140,Cyclanthaceae,Cyclanthaceae,,16553,Pandanales,1
16683,140,Pandanaceae,Pandanaceae,,16553,Pandanales,1
16684,140,Dilleniaceae,Dilleniaceae,,16575,Dilleniales,1
16685,140,Paeoniaceae,Paeoniaceae,,234467,Saxifragales,1
16686,140,Lecythidaceae,Lecythidaceae,,5507,Ericales,1
16687,140,Nolanaceae,Nolanaceae,,16429,Polemoniales,1
16704,140,Abietaceae,Abietaceae,,16646,Coniferales,1
16724,140,Tetracentraceae,Tetracentraceae,,16612,Trochodendrales,1
16725,140,Trochodendraceae,Trochodendraceae,,16612,Trochodendrales,1
16726,140,Eucommiaceae,Eucommiaceae,,16615,Eucommiales,1
16727,140,Phytodiniaceae,Phytodiniaceae,,16721,Phytodiniales,1
16728,140,Dinotrichaceae,Dinotrichaceae,,16720,Dinotrichales,1
16729,140,Pyrocystaceae,Pyrocystaceae,,16707,Gonyaulacales,1
16730,140,Ostreopsidaceae,Ostreopsidaceae,,16707,Gonyaulacales,1
16731,140,Ceratocoryaceae,Ceratocoryaceae,,16707,Gonyaulacales,1
16732,140,Crypthecodiniaceae,Crypthecodiniaceae,,16707,Gonyaulacales,1
16733,140,Protoperidinaceae,Protoperidinaceae,,16707,Gonyaulacales,1
16734,140,Calciodinellaceae,Calciodinellaceae,,16707,Gonyaulacales,1
16735,140,Thecadiniaceae,Thecadiniaceae,,16707,Gonyaulacales,1
16736,140,Oxytoxaceae,Oxytoxaceae,,16707,Gonyaulacales,1
16737,140,Cladopyxidaceae,Cladopyxidaceae,,16707,Gonyaulacales,1
16738,140,Goniodomataceae,Goniodomataceae,,16707,Gonyaulacales,1
16739,140,Ceratiaceae,Ceratiaceae,,16707,Gonyaulacales,1
16740,140,Heterodiniaceae,Heterodiniaceae,,16707,Gonyaulacales,1
16741,140,Gonyaulacaceae,Gonyaulacaceae,,16707,Gonyaulacales,1
16742,140,Pyrophacaceae,Pyrophacaceae,,16707,Gonyaulacales,1
16743,140,Symbiodiniaceae,Symbiodiniaceae,,16712,Suessiales,1
16744,140,Ptychodiscaceae,Ptychodiscaceae,,16722,Ptychodiscales,1
16745,140,Leptodiscaceae,Leptodiscaceae,,16719,Noctilucales,1
16746,140,Kofoidiniaceae,Kofoidiniaceae,,16719,Noctilucales,1
16747,140,Noctilucaceae,Noctilucaceae,,16719,Noctilucales,1
16748,140,Lophodiniaceae,Lophodiniaceae,,16718,Lophodiniales,1
16749,140,Brachydiniaceae,Brachydiniaceae,,16717,Brachydiniales,1
16750,140,Actiniscaceae,Actiniscaceae,,16716,Actiniscales,1
16751,140,Thoracosphaeraceae,Thoracosphaeraceae,,16715,Thoracosphaerales,1
16754,140,Rhaphoneidaceae,Rhaphoneidaceae,,16701,Rhaphoneidales,1
16756,140,Actinodiscaceae,Actinodiscaceae,,16706,Centrales,1
16757,140,Chaetocerotaceae,Chaetocerotaceae,,16706,Centrales,1
16758,140,Cymatosiraceae,Cymatosiraceae,,16706,Centrales,1
16759,140,Pyxillaceae,Pyxillaceae,,16706,Centrales,1
16760,140,Thalassionemataceae,Thalassionemataceae,,16706,Centrales,1
16761,140,Rhizosoleniaceae,Rhizosoleniaceae,,16706,Centrales,1
16762,140,Melosiraceae,Melosiraceae,,16706,Centrales,1
16763,140,Chaetoceraceae,Chaetoceraceae,,16706,Centrales,1
16764,140,Biddulphiaceae,Biddulphiaceae,,16706,Centrales,1
16765,140,Eupodiscaceae,Eupodiscaceae,,16706,Centrales,1
16766,140,Asterolampraceae,Asterolampraceae,,16706,Centrales,1
16767,140,Coscinodiscaceae,Coscinodiscaceae,,16706,Centrales,1
16768,140,Thalassiosiraceae,Thalassiosiraceae,,16706,Centrales,1
16769,140,Oxyphysaceae,Oxyphysaceae,,16711,Prorocentrales,1
16770,140,Prorocentraceae,Prorocentraceae,,16711,Prorocentrales,1
16771,140,Dinophysiaceae,Dinophysiaceae,,16710,Dinophysiales,1
16772,140,Amphisoleniaceae,Amphisoleniaceae,,16710,Dinophysiales,1
16773,140,Warnowiaceae,Warnowiaceae,,16709,Gymnodiniales,1
16774,140,Gymnodiniaceae,Gymnodiniaceae,,16709,Gymnodiniales,1
16775,140,Syndiniaceae,Syndiniaceae,,16708,Peridiniales,1
16776,140,Podolampaceae,Podolampaceae,,16708,Peridiniales,1
16777,140,Glenodiniopsidaceae,Glenodiniopsidaceae,,16708,Peridiniales,1
16778,140,Kolkwitziellaceae,Kolkwitziellaceae,,16708,Peridiniales,1
16779,140,Triadiniaceae,Triadiniaceae,,16708,Peridiniales,1
16780,140,Coccidinaceae,Coccidinaceae,,16708,Peridiniales,1
16781,140,Haplozoonaceae,Haplozoonaceae,,16708,Peridiniales,1
16782,140,Blastodiniaceae,Blastodiniaceae,,16708,Peridiniales,1
16783,140,Oodiniaceae,Oodiniaceae,,16708,Peridiniales,1
16784,140,Endodiniaceae,Endodiniaceae,,16708,Peridiniales,1
16785,140,Paradiniaceae,Paradiniaceae,,16708,Peridiniales,1
16786,140,Protoceratiaceae,Protoceratiaceae,,16708,Peridiniales,1
16787,140,Glenodiniaceae,Glenodiniaceae,,16708,Peridiniales,1
16788,140,Peridiniaceae,Peridiniaceae,,16708,Peridiniales,1
16789,140,Ptychochscaceae,Ptychochscaceae,,16708,Peridiniales,1
16790,140,Amphilothaceae,Amphilothaceae,,16708,Peridiniales,1
16791,140,Pronoctilucaceae,Pronoctilucaceae,,16708,Peridiniales,1
16792,140,Polykrikaceae,Polykrikaceae,,16708,Peridiniales,1
16793,140,Archaeosphaerodiniopsidaceae,Archaeosphaerodiniopsidaceae,,16708,Peridiniales,1
16794,140,Podolampadaceae,Podolampadaceae,,16708,Peridiniales,1
16795,140,Dinosphaeraceae,Dinosphaeraceae,,16708,Peridiniales,1
16796,140,Achnanthaceae,Achnanthaceae,,16705,Pennales,1
16797,140,Bacillariaceae,Bacillariaceae,,164442,Bacillariales,1
16798,140,Surirellaceae,Surirellaceae,,164452,Surirellales,1
16799,140,Epithemiaceae,Epithemiaceae,,16705,Pennales,1
16800,140,Diatomaceae,Diatomaceae,,16705,Pennales,1
16801,140,Cymbellaceae,Cymbellaceae,,164445,Cymbellales,1
16802,140,Gomphonemaceae,Gomphonemaceae,,16705,Pennales,1
16803,140,Entomoneidaceae,Entomoneidaceae,,16705,Pennales,1
16804,140,Naviculaceae,Naviculaceae,,164448,Naviculales,1
16805,140,Nitzschiaceae,Nitzschiaceae,,16705,Pennales,1
16806,140,Codoniaceae,Codoniaceae,,16723,Anthocerotales,1
16807,140,Anthocerotaceae,Anthocerotaceae,,16723,Anthocerotales,1
16808,140,Dendrocerotaceae,Dendrocerotaceae,,16723,Anthocerotales,1
16809,140,Notothyladaceae,Notothyladaceae,,16723,Anthocerotales,1
16810,140,Anthoceratoaceae,Anthoceratoaceae,,16723,Anthocerotales,1
16825,140,Monocleaceae,Monocleaceae,,16755,Monocleales,1
16826,140,Calomniaceae,Calomniaceae,,16815,Tetraphidae,1
16850,140,Cryphaeaceae,Cryphaeaceae,,16847,Leucodontales,1
16851,140,Anomodontaceae,Anomodontaceae,,16847,Leucodontales,1
16852,140,Leptodontaceae,Leptodontaceae,,16847,Leucodontales,1
16853,140,Climaciaceae,Climaciaceae,,16847,Leucodontales,1
16854,140,Pterobryaceae,Pterobryaceae,,16847,Leucodontales,1
16855,140,Neckeraceae,Neckeraceae,,16847,Leucodontales,1
16856,140,Meteoriaceae,Meteoriaceae,,16847,Leucodontales,1
16857,140,Hedwigiaceae,Hedwigiaceae,,16847,Leucodontales,1
16858,140,Leucodontaceae,Leucodontaceae,,16847,Leucodontales,1
16859,140,Schistostegaceae,Schistostegaceae,,16840,Schistostegiales,1
16860,140,Seligeriaceae,Seligeriaceae,,16846,Seligerales,1
16861,140,Takakiaceae,Takakiaceae,,16821,Takakiales,1
16862,140,Andreaeobryaceae,Andreaeobryaceae,,16816,Andreaeobryales,1
16863,140,Tetraphidaceae,Tetraphidaceae,,16848,Tetraphidales,1
16864,140,Polytrichaceae,Polytrichaceae,,16849,Polytrichales,1
16867,140,Haplomitriaceae,Haplomitriaceae,,16819,Calobryales,1
16878,140,Arnelliaceae,Arnelliaceae,,16820,Jungermanniales,1
16879,140,Chonecoleaceae,Chonecoleaceae,,16820,Jungermanniales,1
16880,140,Cephaloziellaceae,Cephaloziellaceae,,16820,Jungermanniales,1
16881,140,Adelanthaceae,Adelanthaceae,,16820,Jungermanniales,1
16882,140,Cephaloziaceae,Cephaloziaceae,,16820,Jungermanniales,1
16883,140,Antheliaceae,Antheliaceae,,16820,Jungermanniales,1
16884,140,Lepidoziaceae,Lepidoziaceae,,16820,Jungermanniales,1
16885,140,Trichocoleaceae,Trichocoleaceae,,16820,Jungermanniales,1
16886,140,Mastigophoraceae,Mastigophoraceae,,16820,Jungermanniales,1
16887,140,Pseudolepicoleaceae,Pseudolepicoleaceae,,16820,Jungermanniales,1
16888,140,Herbertaceae,Herbertaceae,,16820,Jungermanniales,1
16889,140,Porellaceae,Porellaceae,,16820,Jungermanniales,1
16890,140,Geocalycaceae,Geocalycaceae,,16820,Jungermanniales,1
16892,140,Gyrothyraceae,Gyrothyraceae,,16820,Jungermanniales,1
16894,140,Ptilidiaceae,Ptilidiaceae,,16820,Jungermanniales,1
16895,140,Radulaceae,Radulaceae,,16820,Jungermanniales,1
16896,140,Calypogeiaceae,Calypogeiaceae,,16820,Jungermanniales,1
16897,140,Calypogejaceae,Calypogejaceae,,16820,Jungermanniales,1
16898,140,Lophocoleaceae,Lophocoleaceae,,16820,Jungermanniales,1
16900,140,Jubulaceae,Jubulaceae,,16820,Jungermanniales,1
16901,140,Plagiochilaceae,Plagiochilaceae,,16820,Jungermanniales,1
16902,140,Pleuroziaceae,Pleuroziaceae,,16820,Jungermanniales,1
16903,140,Scapaniaceae,Scapaniaceae,,16820,Jungermanniales,1
16904,140,Gymnomitriaceae,Gymnomitriaceae,,16820,Jungermanniales,1
16905,140,Jungermanniaceae,Jungermanniaceae,,16820,Jungermanniales,1
16906,140,Mesoptychiaceae,Mesoptychiaceae,,16820,Jungermanniales,1
16907,140,Acrobolbaceae,Acrobolbaceae,,16820,Jungermanniales,1
16908,140,Lejeuneaceae,Lejeuneaceae,,16820,Jungermanniales,1
16909,140,Allisoniaceae,Allisoniaceae,,16818,Metzgeriales,1
16913,140,Treubiaceae,Treubiaceae,,16818,Metzgeriales,1
16915,140,Blasiaceae,Blasiaceae,,16818,Metzgeriales,1
16916,140,Pelliaceae,Pelliaceae,,16818,Metzgeriales,1
16917,140,Aneuraceae,Aneuraceae,,16818,Metzgeriales,1
16919,140,Pallaviciniaceae,Pallaviciniaceae,,16818,Metzgeriales,1
16920,140,Fossombroniaceae,Fossombroniaceae,,16818,Metzgeriales,1
16921,140,Metzgeriaceae,Metzgeriaceae,,16818,Metzgeriales,1
16922,140,Riellaceae,Riellaceae,,16822,Sphaerocarpales,1
16923,140,Sphaerocarpaceae,Sphaerocarpaceae,,16822,Sphaerocarpales,1
16924,140,Reillaceae,Reillaceae,,16822,Sphaerocarpales,1
16925,140,Ricciaceae,Ricciaceae,,16823,Marchantiales,1
16926,140,Targioniaceae,Targioniaceae,,16823,Marchantiales,1
16927,140,Marchantiaceae,Marchantiaceae,,16823,Marchantiales,1
16928,140,Monosoleniaceae,Monosoleniaceae,,16823,Marchantiales,1
16929,140,Conocephalaceae,Conocephalaceae,,16823,Marchantiales,1
16930,140,Cleveaceae,Cleveaceae,,16823,Marchantiales,1
16931,140,Lunulariaceae,Lunulariaceae,,16823,Marchantiales,1
16932,140,Corsiniaceae,Corsiniaceae,,16823,Marchantiales,1
16933,140,Aytoniaceae,Aytoniaceae,,16823,Marchantiales,1
16934,140,Oxymitraceae,Oxymitraceae,,16823,Marchantiales,1
16937,140,Sphagnaceae,Sphagnaceae,,16824,Sphagnales,1
16938,140,Andreaeaceae,Andreaeaceae,,16817,Andreaeales,1
16939,140,Archidiaceae,Archidiaceae,,16845,Archidiales,1
16940,140,Ephemeraceae,Ephemeraceae,,16844,Funariales,1
16941,140,Funariaceae,Funariaceae,,16844,Funariales,1
16942,140,Oedipodiaceae,Oedipodiaceae,,16844,Funariales,1
16943,140,Gigaspermaceae,Gigaspermaceae,,16844,Funariales,1
16944,140,Splachnobryaceae,Splachnobryaceae,,16844,Funariales,1
16945,140,Splachnaceae,Splachnaceae,,16844,Funariales,1
16946,140,Disceliaceae,Disceliaceae,,16844,Funariales,1
16947,140,Helicophyllaceae,Helicophyllaceae,,16835,Orthotrichales,1
16948,140,Microtheciellaceae,Microtheciellaceae,,16835,Orthotrichales,1
16949,140,Rhachitheciaceae,Rhachitheciaceae,,16835,Orthotrichales,1
16950,140,Orthotrichaceae,Orthotrichaceae,,16835,Orthotrichales,1
16951,140,Erpodiaceae,Erpodiaceae,,16835,Orthotrichales,1
16952,140,Aulacomniaceae,Aulacomniaceae,,16841,Bryales,1
16953,140,Racopilaceae,Racopilaceae,,16841,Bryales,1
16954,140,Bryaceae,Bryaceae,,16841,Bryales,1
16955,140,Spiridentaceae,Spiridentaceae,,16841,Bryales,1
16956,140,Meesiaceae,Meesiaceae,,16841,Bryales,1
16957,140,Lembophyllaceae,Lembophyllaceae,,16841,Bryales,1
16958,140,Catoscopiaceae,Catoscopiaceae,,16841,Bryales,1
16959,140,Hypopterygiaceae,Hypopterygiaceae,,16841,Bryales,1
16961,140,Bartramiaceae,Bartramiaceae,,16841,Bryales,1
16962,140,Timmiaceae,Timmiaceae,,16841,Bryales,1
16963,140,Mitteniaceae,Mitteniaceae,,16841,Bryales,1
16964,140,Rhizogoniaceae,Rhizogoniaceae,,16841,Bryales,1
16965,140,Mniaceae,Mniaceae,,16841,Bryales,1
16966,140,Leptostomaceae,Leptostomaceae,,16841,Bryales,1
16967,140,Pseudoditrichaceae,Pseudoditrichaceae,,16841,Bryales,1
16968,140,Hypnodendraceae,Hypnodendraceae,,16841,Bryales,1
16969,140,Echinodiaceae,Echinodiaceae,,16842,Hypnobryales,1
16970,140,Leskeaceae,Leskeaceae,,16827,Hypnales,1
16971,140,Sematophyllaceae,Sematophyllaceae,,16827,Hypnales,1
16972,140,Hylocomiaceae,Hylocomiaceae,,16827,Hypnales,1
16973,140,Helodiaceae,Helodiaceae,,16827,Hypnales,1
16974,140,Pleuroziopsidaceae,Pleuroziopsidaceae,,16827,Hypnales,1
16975,140,Rhytidiaceae,Rhytidiaceae,,16827,Hypnales,1
16976,140,Hypnaceae,Hypnaceae,,16827,Hypnales,1
16977,140,Plagiotheciaceae,Plagiotheciaceae,,16827,Hypnales,1
16978,140,Brachytheciaceae,Brachytheciaceae,,16827,Hypnales,1
16979,140,Myriniaceae,Myriniaceae,,16827,Hypnales,1
16980,140,Thuidiaceae,Thuidiaceae,,16827,Hypnales,1
16981,140,Pterigynandraceae,Pterigynandraceae,,16827,Hypnales,1
16982,140,Stereophyllaceae,Stereophyllaceae,,16827,Hypnales,1
16983,140,Thamnobryaceae,Thamnobryaceae,,16827,Hypnales,1
16984,140,Theliaceae,Theliaceae,,16827,Hypnales,1
16985,140,Fabroniaceae,Fabroniaceae,,16827,Hypnales,1
16986,140,Entodontaceae,Entodontaceae,,16827,Hypnales,1
16987,140,Amblystegiaceae,Amblystegiaceae,,16827,Hypnales,1
16988,140,Phyllogoniaceae,Phyllogoniaceae,,16832,Isobryales,1
16989,140,Fontinalaceae,Fontinalaceae,,16832,Isobryales,1
16990,140,Hydropogonaceae,Hydropogonaceae,,16832,Isobryales,1
16991,140,Wardiaceae,Wardiaceae,,16832,Isobryales,1
16992,140,Regmatodontaceae,Regmatodontaceae,,16832,Isobryales,1
16993,140,Prionodontaceae,Prionodontaceae,,16832,Isobryales,1
16994,140,Lepyrodontaceae,Lepyrodontaceae,,16832,Isobryales,1
16995,140,Rutenbergiaceae,Rutenbergiaceae,,16832,Isobryales,1
16996,140,Ptychomniaceae,Ptychomniaceae,,16832,Isobryales,1
16997,140,Cyrtopodaceae,Cyrtopodaceae,,16832,Isobryales,1
16998,140,Trachypodaceae,Trachypodaceae,,16832,Isobryales,1
16999,140,Callicostaceae,Callicostaceae,,16831,Hookeriales,1
17000,140,Daltoniaceae,Daltoniaceae,,16831,Hookeriales,1
17001,140,Hookeriaceae,Hookeriaceae,,16831,Hookeriales,1
17002,140,Ephemeropsidaceae,Ephemeropsidaceae,,16831,Hookeriales,1
17003,140,Diphysciaceae,Diphysciaceae,,16829,Buxbaumiales,1
17004,140,Buxbaumiaceae,Buxbaumiaceae,,16829,Buxbaumiales,1
17005,140,Encalyptaceae,Encalyptaceae,,16833,Pottiales,1
17006,140,Calymperaceae,Calymperaceae,,16833,Pottiales,1
17007,140,Pottiaceae,Pottiaceae,,16833,Pottiales,1
17008,140,Bryobartramiaceae,Bryobartramiaceae,,16833,Pottiales,1
17009,140,Ditrichaceae,Ditrichaceae,,16839,Dicranales,1
17010,140,Dicranaceae,Dicranaceae,,16839,Dicranales,1
17011,140,Nanobryaceae,Nanobryaceae,,16839,Dicranales,1
17012,140,Viridivelleraceae,Viridivelleraceae,,16839,Dicranales,1
17013,140,Bryoxiphiaceae,Bryoxiphiaceae,,16839,Dicranales,1
17014,140,Eustichiaceae,Eustichiaceae,,16839,Dicranales,1
17015,140,Sorapillaceae,Sorapillaceae,,16839,Dicranales,1
17016,140,Phyllodrepaniaceae,Phyllodrepaniaceae,,16839,Dicranales,1
17017,140,Dicnemonaceae,Dicnemonaceae,,16839,Dicranales,1
17018,140,Pleurophascaceae,Pleurophascaceae,,16839,Dicranales,1
17019,140,Leucobryaceae,Leucobryaceae,,16839,Dicranales,1
17020,140,Bruchiaceae,Bruchiaceae,,16839,Dicranales,1
17021,140,Rhabdoweisiaceae,Rhabdoweisiaceae,,16839,Dicranales,1
17022,140,Fissidentaceae,Fissidentaceae,,16834,Fissidentales,1
17023,140,Scouleriaceae,Scouleriaceae,,16836,Grimmiales,1
17024,140,Grimmiaceae,Grimmiaceae,,16836,Grimmiales,1
17025,140,Ptychomitriaceae,Ptychomitriaceae,,16836,Grimmiales,1
17026,140,Vetaformaceae,Vetaformaceae,,16875,Lepicoleinae,1
17027,140,Chaetocoleaceae,Chaetocoleaceae,,16874,Herbertinae,1
17028,140,Herzogiariaceae,Herzogiariaceae,,16874,Herbertinae,1
17029,140,Ptiliaceae,Ptiliaceae,,16873,Ptilidinae,1
17030,140,Chaetophyllopsaceae,Chaetophyllopsaceae,,16873,Ptilidinae,1
17031,140,Lepidolaenaceae,Lepidolaenaceae,,16877,Lepidolaeninae,1
17032,140,Neotrichocoleaceae,Neotrichocoleaceae,,16877,Lepidolaeninae,1
17033,140,Isotachidaceae,Isotachidaceae,,16872,Balantiopsidnae,1
17034,140,Schistochilaceae,Schistochilaceae,,16871,Perssoniellinae,1
17035,140,Phycolepidoziaceae,Phycolepidoziaceae,,16870,Lepidoziinae,1
17036,140,Jackiellaceae,Jackiellaceae,,16869,Cephaloziinae,1
17037,140,Lophoziaceae,Lophoziaceae,,16876,Jungermanniinae,1
17038,140,Metzgeriopsaceae,Metzgeriopsaceae,,16893,Porellinae,1
17039,140,Goebeliellaceae,Goebeliellaceae,,16893,Porellinae,1
17040,140,Makinoaceae,Makinoaceae,,16911,Metzgeriineae,1
17041,140,Verdoorniaceae,Verdoorniaceae,,16911,Metzgeriineae,1
17042,140,Pallavicinaceae,Pallavicinaceae,,16911,Metzgeriineae,1
17043,140,Hymenophytaceae,Hymenophytaceae,,16911,Metzgeriineae,1
17044,140,Phyllothalliaceae,Phyllothalliaceae,,16910,Phyllothallinae,1
17045,140,Exormothecaceae,Exormothecaceae,,16936,Marchantiineae,1
17046,140,Carrpaceae,Carrpaceae,,16936,Marchantiineae,1
17047,140,Aulacommiaceae,Aulacommiaceae,,16841,Bryales,1
19011,140,Aloaceae,Aloaceae,,5538,Liliales,1
19012,140,Plagiogyriaceae,Plagiogyriaceae,,234315,Cyatheales,1
32990,140,Ginkgoaceae,Ginkgoaceae,,32989,Ginkgoales,1
34031,140,Capparidaceae,Capparidaceae,,5543,Malvales,1
34032,140,Cleomaceae,Cleomaceae,,234480,Brassicales,1
34033,140,Koeberliniaceae,Koeberliniaceae,,234480,Brassicales,1
151597,140,Alliaceae,Alliaceae,,5571,Plantae,1
151937,140,Asphodelaceae,Asphodelaceae,,5571,Plantae,1
153655,140,Escalloniaceae,Escalloniaceae,,234502,Escalloniales,1
154132,140,Helotiaceae,Helotiaceae,,5571,Plantae,1
154831,140,Metaxyaceae,Metaxyaceae,,234315,Cyatheales,1
154923,140,Montiniaceae,Montiniaceae,,5489,Solanales,1
155244,140,Penaeaceae,Penaeaceae,,5571,Plantae,1
156455,140,Stylidiaceae,Stylidiaceae,,5505,Asterales,1
156500,140,Tecophilaceae,Tecophilaceae,,5571,Plantae,1
156638,140,Trilliaceae,Trilliaceae,,5571,Plantae,1
164409,140,Asparagaceae,Asparagaceae,,164408,Asparagales,1
164410,140,Hypoxidaceae,Hypoxidaceae,R. Br.,164408,Asparagales,1
164411,140,Melanthiaceae,Melanthiaceae,Batsch ex Borkh.,5538,Liliales,1
164431,140,Characeae,Characeae,,164430,Charales,1
164460,140,Cocconeidaceae,Cocconeidaceae,,164441,Achnanthales,1
164463,140,Fragilariaceae,Fragilariaceae,,164446,Fragilariales,1
164464,140,Gomphonemataceae,Gomphonemataceae,,164445,Cymbellales,1
164466,140,Lyrellaceae,Lyrellaceae,,164447,Lyrellales,1
164472,140,Pinnulariaceae,Pinnulariaceae,,164448,Naviculales,1
164473,140,Pleurosigmataceae,Pleurosigmataceae,,164448,Naviculales,1
164475,140,Rhopalodiaceae,Rhopalodiaceae,,164450,Rhopalodiales,1
164477,140,Stauroneidaceae,Stauroneidaceae,,164448,Naviculales,1
164478,140,Tabellariaceae,Tabellariaceae,,164453,Tabellariales,1
164487,140,Ankistrodesmaceae,Ankistrodesmaceae,,164476,Sphaeropleales,1
164488,140,Aphanochaetaceae,Aphanochaetaceae,,164456,Chaetophorales,1
164490,140,Chaetophoraceae,Chaetophoraceae,,164456,Chaetophorales,1
164492,140,Characiaceae,Characiaceae,,164458,Chlorococcales,1
164493,140,Chlamydomonadaceae,Chlamydomonadaceae,,164482,Volvocales,1
164494,140,Chlorellaceae,Chlorellaceae,,164457,Chlorellales,1
164495,140,Cladophoraceae,Cladophoraceae,,164459,Cladophorales,1
164497,140,Dunaliellaceae,Dunaliellaceae,,164482,Volvocales,1
164498,140,Gomontiaceae,Gomontiaceae,,164480,Ulotrichales,1
164499,140,Goniaceae,Goniaceae,,164482,Volvocales,1
164500,140,Hydrodictyaceae,Hydrodictyaceae,,164476,Sphaeropleales,1
164501,140,Microsporaceae,Microsporaceae,,164469,Microsporales,1
164502,140,Oedogoniaceae,Oedogoniaceae,,164470,Oedogoniales,1
164503,140,Oocystaceae,Oocystaceae,,164457,Chlorellales,1
164504,140,Palmellaceae,Palmellaceae,,164479,Tetrasporales,1
164505,140,Palmellopsidaceae,Palmellopsidaceae,,164479,Tetrasporales,1
164506,140,Scenedesmaceae,Scenedesmaceae,,164476,Sphaeropleales,1
164507,140,Tetrasporaceae,Tetrasporaceae,,164479,Tetrasporales,1
164508,140,Ulotrichaceae,Ulotrichaceae,,164480,Ulotrichales,1
164509,140,Ulvaceae,Ulvaceae,,164481,Ulvales,1
164510,140,Volvocaceae,Volvocaceae,,164482,Volvocales,1
