sourceid,kingdomid,rankid,sciname,unitname1,author,sourceparentid,parentstr,acceptance
17027,3,140,Chaetocoleaceae,Chaetocoleaceae,NULL,16874,Herbertinae,1
17028,3,140,Herzogiariaceae,Herzogiariaceae,NULL,16874,Herbertinae,1
17029,3,140,Ptiliaceae,Ptiliaceae,NULL,16873,Ptilidinae,1
17030,3,140,Chaetophyllopsaceae,Chaetophyllopsaceae,NULL,16873,Ptilidinae,1
17031,3,140,Lepidolaenaceae,Lepidolaenaceae,NULL,16877,Lepidolaeninae,1
17032,3,140,Neotrichocoleaceae,Neotrichocoleaceae,NULL,16877,Lepidolaeninae,1
17033,3,140,Isotachidaceae,Isotachidaceae,NULL,16872,Balantiopsidnae,1
17034,3,140,Schistochilaceae,Schistochilaceae,NULL,16871,Perssoniellinae,1
17035,3,140,Phycolepidoziaceae,Phycolepidoziaceae,NULL,16870,Lepidoziinae,1
17036,3,140,Jackiellaceae,Jackiellaceae,NULL,16869,Cephaloziinae,1
17037,3,140,Lophoziaceae,Lophoziaceae,NULL,16876,Jungermanniinae,1
17038,3,140,Metzgeriopsaceae,Metzgeriopsaceae,NULL,16893,Porellinae,1
17039,3,140,Goebeliellaceae,Goebeliellaceae,NULL,16893,Porellinae,1
17040,3,140,Makinoaceae,Makinoaceae,NULL,16911,Metzgeriineae,1
17041,3,140,Verdoorniaceae,Verdoorniaceae,NULL,16911,Metzgeriineae,1
17042,3,140,Pallavicinaceae,Pallavicinaceae,NULL,16911,Metzgeriineae,1
17043,3,140,Hymenophytaceae,Hymenophytaceae,NULL,16911,Metzgeriineae,1
17044,3,140,Phyllothalliaceae,Phyllothalliaceae,NULL,16910,Phyllothallinae,1
17045,3,140,Exormothecaceae,Exormothecaceae,NULL,16936,Marchantiineae,1
17046,3,140,Carrpaceae,Carrpaceae,NULL,16936,Marchantiineae,1
17047,3,140,Aulacommiaceae,Aulacommiaceae,NULL,16841,Bryales,1
19011,3,140,Aloaceae,Aloaceae,NULL,5538,Liliales,1
19012,3,140,Plagiogyriaceae,Plagiogyriaceae,NULL,234315,Cyatheales,1
32990,3,140,Ginkgoaceae,Ginkgoaceae,NULL,32989,Ginkgoales,1
34031,3,140,Capparidaceae,Capparidaceae,NULL,5543,Malvales,1
34032,3,140,Cleomaceae,Cleomaceae,NULL,234480,Brassicales,1
34033,3,140,Koeberliniaceae,Koeberliniaceae,NULL,234480,Brassicales,1
151597,3,140,Alliaceae,Alliaceae,NULL,5571,Plantae,1
151937,3,140,Asphodelaceae,Asphodelaceae,NULL,5571,Plantae,1
153655,3,140,Escalloniaceae,Escalloniaceae,NULL,234502,Escalloniales,1
154132,3,140,Helotiaceae,Helotiaceae,NULL,5571,Plantae,1
154831,3,140,Metaxyaceae,Metaxyaceae,NULL,234315,Cyatheales,1
154923,3,140,Montiniaceae,Montiniaceae,NULL,5489,Solanales,1
155244,3,140,Penaeaceae,Penaeaceae,NULL,5571,Plantae,1
155770,3,140,Pteridophyte,Pteridophyte,NULL,5571,Plantae,1
156455,3,140,Stylidiaceae,Stylidiaceae,NULL,5505,Asterales,1
156500,3,140,Tecophilaceae,Tecophilaceae,NULL,5571,Plantae,1
156638,3,140,Trilliaceae,Trilliaceae,NULL,5571,Plantae,1
164409,3,140,Asparagaceae,Asparagaceae,NULL,164408,Asparagales,1
164410,3,140,Hypoxidaceae,Hypoxidaceae,R. Br.,164408,Asparagales,1
164411,3,140,Melanthiaceae,Melanthiaceae,Batsch ex Borkh.,5538,Liliales,1
164431,3,140,Characeae,Characeae,NULL,164430,Charales,1
164460,3,140,Cocconeidaceae,Cocconeidaceae,NULL,164441,Achnanthales,1
164463,3,140,Fragilariaceae,Fragilariaceae,NULL,164446,Fragilariales,1
164464,3,140,Gomphonemataceae,Gomphonemataceae,NULL,164445,Cymbellales,1
164466,3,140,Lyrellaceae,Lyrellaceae,NULL,164447,Lyrellales,1
164472,3,140,Pinnulariaceae,Pinnulariaceae,NULL,164448,Naviculales,1
164473,3,140,Pleurosigmataceae,Pleurosigmataceae,NULL,164448,Naviculales,1
164475,3,140,Rhopalodiaceae,Rhopalodiaceae,NULL,164450,Rhopalodiales,1
164477,3,140,Stauroneidaceae,Stauroneidaceae,NULL,164448,Naviculales,1
164478,3,140,Tabellariaceae,Tabellariaceae,NULL,164453,Tabellariales,1
164487,3,140,Ankistrodesmaceae,Ankistrodesmaceae,NULL,164476,Sphaeropleales,1
164488,3,140,Aphanochaetaceae,Aphanochaetaceae,NULL,164456,Chaetophorales,1
164490,3,140,Chaetophoraceae,Chaetophoraceae,NULL,164456,Chaetophorales,1
164492,3,140,Characiaceae,Characiaceae,NULL,164458,Chlorococcales,1
164493,3,140,Chlamydomonadaceae,Chlamydomonadaceae,NULL,164482,Volvocales,1
164494,3,140,Chlorellaceae,Chlorellaceae,NULL,164457,Chlorellales,1
164495,3,140,Cladophoraceae,Cladophoraceae,NULL,164459,Cladophorales,1
164497,3,140,Dunaliellaceae,Dunaliellaceae,NULL,164482,Volvocales,1
164498,3,140,Gomontiaceae,Gomontiaceae,NULL,164480,Ulotrichales,1
164499,3,140,Goniaceae,Goniaceae,NULL,164482,Volvocales,1
164500,3,140,Hydrodictyaceae,Hydrodictyaceae,NULL,164476,Sphaeropleales,1
164501,3,140,Microsporaceae,Microsporaceae,NULL,164469,Microsporales,1
164502,3,140,Oedogoniaceae,Oedogoniaceae,NULL,164470,Oedogoniales,1
164503,3,140,Oocystaceae,Oocystaceae,NULL,164457,Chlorellales,1
164504,3,140,Palmellaceae,Palmellaceae,NULL,164479,Tetrasporales,1
164505,3,140,Palmellopsidaceae,Palmellopsidaceae,NULL,164479,Tetrasporales,1
164506,3,140,Scenedesmaceae,Scenedesmaceae,NULL,164476,Sphaeropleales,1
164507,3,140,Tetrasporaceae,Tetrasporaceae,NULL,164479,Tetrasporales,1
164508,3,140,Ulotrichaceae,Ulotrichaceae,NULL,164480,Ulotrichales,1
164509,3,140,Ulvaceae,Ulvaceae,NULL,164481,Ulvales,1
164510,3,140,Volvocaceae,Volvocaceae,NULL,164482,Volvocales,1
164518,3,140,Batrachospermaceae,Batrachospermaceae,NULL,164489,Batrachospermales,1
164519,3,140,Chaetosphaeridiaceae,Chaetosphaeridiaceae,NULL,164496,Coleochaetales,1
164520,3,140,Closteriaceae,Closteriaceae,NULL,164511,Zygnematales,1
164521,3,140,Coleochaetaceae,Coleochaetaceae,NULL,164496,Coleochaetales,1
164522,3,140,Desmidiaceae,Desmidiaceae,NULL,164511,Zygnematales,1
164523,3,140,Mesotaeniaceae,Mesotaeniaceae,NULL,164511,Zygnematales,1
164524,3,140,Zygnemataceae,Zygnemataceae,NULL,164511,Zygnematales,1
164553,3,140,Characiopsidaceae,Characiopsidaceae,NULL,164541,Mischococcales,1
164554,3,140,Chroococcaceae,Chroococcaceae,NULL,164538,Chroococcales,1
164555,3,140,Cyanobacteriaceae,Cyanobacteriaceae,NULL,164538,Chroococcales,1
164556,3,140,Euglenaceae,Euglenaceae,NULL,164539,Euglenales,1
164557,3,140,Gomphosphaeriaceae,Gomphosphaeriaceae,NULL,164538,Chroococcales,1
164558,3,140,Hydruraceae,Hydruraceae,NULL,164540,Hydrurales,1
164559,3,140,Merismopediaceae,Merismopediaceae,NULL,164545,Synechococcales,1
164560,3,140,Microchaetaceae,Microchaetaceae,NULL,164542,Nostocales,1
164561,3,140,Microcystaceae,Microcystaceae,NULL,164538,Chroococcales,1
164562,3,140,Nostocaceae,Nostocaceae,NULL,164542,Nostocales,1
164563,3,140,Ophiocytiaceae,Ophiocytiaceae,NULL,164541,Mischococcales,1
164564,3,140,Oscillatoriaceae,Oscillatoriaceae,NULL,164541,Mischococcales,1
164565,3,140,Phormidiaceae,Phormidiaceae,NULL,164543,Oscillatoriales,1
164566,3,140,Pseudanabaenaceae,Pseudanabaenaceae,NULL,164544,Pseudanabaenales,1
164567,3,140,Rivulariaceae,Rivulariaceae,NULL,164542,Nostocales,1
164568,3,140,Schizotrichaceae,Schizotrichaceae,NULL,164543,Oscillatoriales,1
164569,3,140,Scytonemataceae,Scytonemataceae,NULL,164542,Nostocales,1
164570,3,140,Stigonemataceae,Stigonemataceae,NULL,164542,Nostocales,1
164571,3,140,Tribonemataceae,Tribonemataceae,NULL,164546,Tribonematales,1
164572,3,140,Vaucheriaceae,Vaucheriaceae,NULL,164547,Vaucheriales,1
165373,3,140,Nothofagaceae,Nothofagaceae,NULL,5531,Fagales,1
166953,3,140,Polyporaceae,Polyporaceae,NULL,166952,Polyporales,1
167085,3,140,Woodsiaceae,Woodsiaceae,Herter,5488,Polypodiales,1
167300,3,140,Sciadopityaceae,Sciadopityaceae,Luerss.,5487,Pinales,1
167567,3,140,Tetrachondraceae,Tetrachondraceae,Wettstein   ,5500,Lamiales,1
232320,3,140,Alzateaceae,Alzateaceae,NULL,5520,Myrtales,1
232338,3,140,Anacampserotaceae,Anacampserotaceae,NULL,5534,Caryophyllales,1
232376,3,140,Aptandraceae,Aptandraceae,NULL,5523,Santalales,1
232384,3,140,Argophyllaceae,Argophyllaceae,NULL,5505,Asterales,1
232402,3,140,Asteliaceae,Asteliaceae,NULL,164408,Asparagales,1
232408,3,140,Atherospermataceae,Atherospermataceae,NULL,16471,Laurales,1
232464,3,140,Boryaceae,Boryaceae,NULL,164408,Asparagales,1
232494,3,140,Calceolariaceae,Calceolariaceae,NULL,5500,Lamiales,1
232554,3,140,Cervantesiaceae,Cervantesiaceae,NULL,5523,Santalales,1
232585,3,140,Chlorococcaceae,Chlorococcaceae,NULL,164458,Chlorococcales,1
232627,3,140,Colchicaceae,Colchicaceae,NULL,5538,Liliales,1
232644,3,140,Corydalis aqua-gelidae aqua-gelidae,Corydalis aqua-gelidae,NULL,5571,Plantae,1
232653,3,140,Coulaceae,Coulaceae,NULL,5523,Santalales,1
232707,3,140,Cytinaceae,Cytinaceae,NULL,5543,Malvales,1
232800,3,140,Doryanthaceae,Doryanthaceae,NULL,164408,Asparagales,1
232880,3,140,Erythropalaceae,Erythropalaceae,NULL,5523,Santalales,1
232949,3,140,Gelsemiaceae,Gelsemiaceae,NULL,5492,Gentianales,1
232959,3,140,Gisekiaceae,Gisekiaceae,NULL,5534,Caryophyllales,1
232979,3,140,Griseliniaceae,Griseliniaceae,NULL,5484,Apiales,1
233066,3,140,Hyacinthaceae,Hyacinthaceae,NULL,164408,Asparagales,1
233071,3,140,Hydroleaceae,Hydroleaceae,NULL,5489,Solanales,1
233170,3,140,Lepidobotryaceae,Lepidobotryaceae,NULL,5525,Celastrales,1
233194,3,140,Linderniaceae,Linderniaceae,NULL,5500,Lamiales,1
233197,3,140,Lindsaeaceae,Lindsaeaceae,NULL,5488,Polypodiales,1
233206,3,140,Lomariopsidaceae,Lomariopsidaceae,NULL,5488,Polypodiales,1
233339,3,140,Monostromataceae,Monostromataceae,NULL,164481,Ulvales,1
233341,3,140,Montiaceae,Montiaceae,NULL,5534,Caryophyllales,1
233358,3,140,Muntingiaceae,Muntingiaceae,NULL,5543,Malvales,1
233372,3,140,Nanodeaceae,Nanodeaceae,NULL,5523,Santalales,1
233414,3,140,Nitrariaceae,Nitrariaceae,NULL,5542,Sapindales,1
233441,3,140,Oleandraceae,Oleandraceae,NULL,5488,Polypodiales,1
233448,3,140,Onocleaceae,Onocleaceae,NULL,5488,Polypodiales,1
233535,3,140,Paulowniaceae,Paulowniaceae,NULL,5500,Lamiales,1
233551,3,140,Pentaphylacaceae,Pentaphylacaceae,NULL,5507,Ericales,1
233580,3,140,Philesiaceae,Philesiaceae,NULL,5538,Liliales,1
233638,3,140,Plocospermataceae,Plocospermataceae,NULL,5500,Lamiales,1
233742,3,140,Quillajaceae,Quillajaceae,NULL,5486,Fabales,1
233817,3,140,Saccolomataceae,Saccolomataceae,NULL,5488,Polypodiales,1
233831,3,140,Sarcobataceae,Sarcobataceae,NULL,5534,Caryophyllales,1
233854,3,140,Schlegeliaceae,Schlegeliaceae,NULL,5500,Lamiales,1
233858,3,140,Schoepfiaceae,Schoepfiaceae,NULL,5523,Santalales,1
233878,3,140,Selenastraceae,Selenastraceae,NULL,164476,Sphaeropleales,1
233904,3,140,Siparunaceae,Siparunaceae,NULL,16471,Laurales,1
233948,3,140,Stangeriaceae,Stangeriaceae,NULL,16370,Cycadales,1
233950,3,140,Stegnospermataceae,Stegnospermataceae,NULL,5534,Caryophyllales,1
233977,3,140,Stilbaceae,Stilbaceae,NULL,5500,Lamiales,1
233985,3,140,Strombosiaceae,Strombosiaceae,NULL,5523,Santalales,1
234011,3,140,Talinaceae,Talinaceae,NULL,5534,Caryophyllales,1
234019,3,140,Tecophilaeaceae,Tecophilaeaceae,NULL,164408,Asparagales,1
234020,3,140,Tectariaceae,Tectariaceae,NULL,5488,Polypodiales,1
234031,3,140,Tetrameristaceae,Tetrameristaceae,NULL,5507,Ericales,1
234049,3,140,Ticodendraceae,Ticodendraceae,NULL,5531,Fagales,1
234056,3,140,Tofieldiaceae,Tofieldiaceae,NULL,5499,Alismatales,1
234146,3,140,Vivianiaceae,Vivianiaceae,NULL,5480,Geraniales,1
234181,3,140,Xanthoceraceae,Xanthoceraceae,NULL,5542,Sapindales,1
234372,3,140,Cibotiaceae,Cibotiaceae,NULL,234315,Cyatheales,1
234373,3,140,Culcitaceae,Culcitaceae,NULL,234315,Cyatheales,1
234374,3,140,Dipteridaceae,Dipteridaceae,NULL,234320,Gleicheniales,1
234375,3,140,Loxomataceae,Loxomataceae,NULL,234315,Cyatheales,1
234376,3,140,Thyrsopteridaceae,Thyrsopteridaceae,NULL,234315,Cyatheales,1
234436,3,140,Nartheciaceae,Nartheciaceae,NULL,234427,Dioscoreales,1
234472,3,140,Berberidopsidaceae,Berberidopsidaceae,NULL,234465,Berberidopsidales,1
234474,3,140,Iteaceae,Iteaceae,NULL,234467,Saxifragales,1
234494,3,140,Anisophylleaceae,Anisophylleaceae,NULL,234483,Cucurbitales,1
234495,3,140,Apodanthaceae,Apodanthaceae,NULL,234483,Cucurbitales,1
234497,3,140,Bonnetiaceae,Bonnetiaceae,NULL,234486,Malpighiales,1
234500,3,140,Calophyllaceae,Calophyllaceae,NULL,234486,Malpighiales,1
234501,3,140,Dichapetalaceae,Dichapetalaceae,NULL,234486,Malpighiales,1
234503,3,140,Euphroniaceae,Euphroniaceae,NULL,234486,Malpighiales,1
234505,3,140,Goupiaceae,Goupiaceae,NULL,234486,Malpighiales,1
234506,3,140,Guamatelaceae,Guamatelaceae,NULL,234482,Crossosomatales,1
234507,3,140,Hypericaceae,Hypericaceae,NULL,234486,Malpighiales,1
234508,3,140,Ixonanthaceae,Ixonanthaceae,NULL,234486,Malpighiales,1
234509,3,140,Lacistemataceae,Lacistemataceae,NULL,234486,Malpighiales,1
234510,3,140,Lophopyxidaceae,Lophopyxidaceae,NULL,234486,Malpighiales,1
234511,3,140,Peraceae,Peraceae,NULL,234486,Malpighiales,1
234512,3,140,Phyllanthaceae,Phyllanthaceae,NULL,234486,Malpighiales,1
234513,3,140,Picramniaceae,Picramniaceae,NULL,234488,Picramniales,1
234514,3,140,Putranjivaceae,Putranjivaceae,NULL,234486,Malpighiales,1
234515,3,140,Setchellanthaceae,Setchellanthaceae,NULL,234480,Brassicales,1
234541,3,140,Metteniusaceae,Metteniusaceae,NULL,234498,Boraginales,1
234542,3,140,Phyllonomaceae,Phyllonomaceae,NULL,234496,Aquifoliales,1
234545,3,140,Stemonuraceae,Stemonuraceae,NULL,234496,Aquifoliales,1
